"SIUQ3G_L"	"STHFJP_L"	"S8APX1_L"	"SACBBR_L"	"SIRUBH_L"	"S5MEZA_L"	"SCNXZK_L"	"SC1YIM_L"	"SBWPUY_L"	"SY34ZS_L"	"SUXEKB_L"	"SG3CB2_L"	"SLWUQ2_L"	"SKYQAL_L"	"SQVR9H_L"
"78f0ffdc338ba7c6184f549101199df1"	0	0	0	0	0	0	0	0	0	0	0	6965	0	0	0
"79780edde753f2a6320b7572d15de25f"	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
"79956be7a52cda38c7417f3876388e0a"	0	0	0	0	0	0	0	0	250	0	0	1382	0	0	2549
"79c623d064def5ca9b6e4557d9ba8045"	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0
"7a0d36e4e0d73bbe1c2970b114cbd6d6"	609	0	0	0	0	0	0	0	0	0	93	621	0	0	196
"7a5ccf646d3d5ee217b9bfbfdf26cb8e"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"7acec633179d5cbcb078b04e510526a2"	0	0	43	0	0	0	0	0	0	0	0	0	0	0	374
"7adf586efea1c46bf9485520abad9de0"	0	0	86	0	0	0	0	0	137	323	0	0	0	0	0
"7b32fe829ef6b60684d847b9bef22567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
"7b5c37cc549db191fba40e5f227050f8"	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0
"7b68e01de6aada2c0d83ac5a3ec5c6f5"	0	0	0	0	0	0	0	0	1624	0	0	0	0	0	0
"7b9407c98bad828820697e7d482646dc"	0	5704	0	0	0	0	0	0	0	0	0	0	0	0	0
"7b9f0efa4647afee3492a73973efae4e"	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	0
"7ba5113343413e5354aa62948a272477"	0	0	0	0	0	0	0	0	0	6605	0	0	0	1385	0
"7bf6ceffbcf9c9fe8386d730b328a59c"	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0
"7cf5a884f3414e48484c7802e7f4db33"	0	0	0	0	0	0	0	0	0	2146	0	0	0	0	0
"7db0cadb345f525721bdac8d0b1cd1f0"	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0
"7db74c4522c84afc704ef1edb8504ebe"	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0
"7dcf506a8abf0f6138de23b61aece2aa"	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
"7ddc7b72e0d991189b106fb1d1f638f4"	0	0	27	0	0	33	0	0	0	0	0	0	0	0	0
"7dee06d82cc6963f7f251c94de1ac1d1"	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
"7ed2d2a1c37ffa170fcb59d49bcdcf9c"	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
"7f0788fea4ef6a08620ac3345f81dc60"	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0
"7f5caf71704ee74c2f19eab130f4e800"	0	0	0	0	0	0	93	0	0	519	0	0	0	0	0
"7fa5b9c5d45914d94eeae08e8909edba"	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
"7fb676f576f5ad0b08fa32e79f94935d"	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0
"800dc473b1fd08fb71b37cfeac52f971"	0	0	0	0	61398	0	0	0	0	0	0	0	0	0	0
"80311b3f3811038fc3f7247b8fec20d9"	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0
"803851d94e5d4a423184d56bb68d45e1"	0	20353	0	0	0	0	0	0	0	0	0	0	0	0	0
"808f3cf93207230da64e199baa698af4"	0	0	0	0	0	0	0	0	0	0	0	0	1854	0	0
"80c3aa4ba2b2279136905acf174c9d30"	0	0	0	0	0	0	0	0	0	0	0	0	5382	0	0
"80ffc7bdd1b10393a302cb6965ba065d"	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
"810dd8a0ed5434b5b1d61d26d3306a58"	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
"81165c526aa796352c05e792b6fcc03f"	0	0	0	0	0	0	9889	0	0	0	0	0	0	1793	0
"8142331f9ab10fa33db9277e928ae912"	0	0	0	0	0	0	274	0	0	0	0	0	0	399	0
"8149c9fa5e4c30898f6a86fa1ab5d56f"	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
"81526453e27840d0f1b2eb320ce343f3"	0	0	0	0	0	0	0	0	1998	0	0	0	0	0	0
"816f74d19484d75671c51554716e686f"	0	0	0	0	0	0	521	0	0	1005	0	0	2	4824	0
"81840db00774f50180914287c87adb66"	0	0	0	0	0	0	0	0	0	0	0	0	2787	0	0
"81a20d6bde175ad2c34c640e20eac460"	0	0	0	0	0	3902	236	0	0	0	0	0	0	0	0
"820f56222215d60d26b860752988ef8a"	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
"8223fbeff8ffbc0ddbf3942fd1b5b58c"	0	0	0	0	0	22	14485	0	0	13130	0	0	0	900	0
"8233b9b4d0df501491024585a8276e44"	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0
"82b198a70c76ce6b6c47319c45150318"	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
"82dc5ac0a070fcebf09f77916fd8ee3e"	0	1747	0	0	0	0	0	0	8714	0	0	0	0	0	0
"82dd989b0d2a2eee3dedeefb7f7cc001"	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0
"82f53fb065fe488ece4b386fd4428ec3"	0	0	0	1617	0	0	0	0	0	0	0	0	0	0	0
"837a56b90716af24ee0640d430b314d1"	0	0	0	2802	0	0	0	0	0	0	0	0	0	0	0
"8397f45e0a7d30e0a5f9fc43b7b5c1d5"	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
"84036dd1ff0c88be260d5d22840609cb"	0	0	0	0	0	0	0	0	0	0	0	943	0	0	0
"841eb01e1fae359aedcb9239c6bcf66a"	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
"847c872f568753a06252c53bfe4459db"	0	0	1966	0	0	1338	0	0	0	0	0	0	0	0	0
"848809c9621704bef744540ceedc79b4"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"84aba451c54a7817d27bfabe7e05cb53"	0	0	0	0	0	0	0	0	0	4766	0	0	0	0	0
"84f955937e2db50f1841e70b50fae34a"	13569	0	0	0	0	0	0	0	0	0	0	106	0	0	0
"855de9140cf951a5dd7e3dbde1d6787c"	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0
"8594575a88f12eb669ce1e7e18d47639"	0	923	164	0	0	1789	494	0	0	3302	0	0	0	203	0
"85cdfa9ea71af06704b2577619567f6b"	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0
"85d9ef9c27833194e0174b3d11cf8e73"	0	0	0	0	4635	0	0	0	0	0	0	0	0	0	0
"85ec50976195f1e3240e75f1065db89a"	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
"865dbc7339a8a3381f918ed0e2960fca"	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0
"865f615f191e99811bef4178eafdcb74"	0	499	90	0	0	361	79	0	51	0	0	0	0	0	0
"86c472d54c7f47b17e04bc98e98665ea"	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0
"86f98e577eb33da4a1624be26a8052ee"	0	0	0	0	0	3501	1080	0	0	1241	1287	2720	0	0	0
"87260b20b3ef7e5c91aed97110b5ed20"	0	0	0	2345	0	0	0	0	0	0	0	0	0	0	0
"87a84de0f71fdaf21a99cbc9506a2fad"	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0
"87dd88b9326bda6bc48bcfdfa17ba0b8"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"888b792eb2c49ee3750e9f300d7059fc"	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0
"89141ef3041b6cc4312ef2e0241ba61f"	0	0	6386	0	0	0	0	0	0	0	0	0	0	0	0
"898db7e2fe3a7d2cf1b42d5beb8b83ad"	0	0	0	0	0	0	0	0	0	80	0	0	0	190	0
"8abcde222784198b184b3f21f7ffaeae"	0	0	0	0	0	69	0	0	0	0	0	0	0	94	0
"8afd6c46f31183e1d2a27392373c1c5a"	0	0	0	0	0	0	0	0	0	0	0	0	209	16003	0
"8b75acd5475bd8d5fec96c9a5610b489"	0	0	24286	0	23820	0	0	19678	0	0	0	0	4649	0	0
"8bf102d33df063661a5f7fd92ad36329"	0	0	0	0	0	97	0	0	0	659	0	0	0	628	0
"8c641bb245408bc879a6e6595c9153bb"	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
"8c703431ad65878d839253802039b23c"	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0
"8ca6548fbba15bf5a646690c8055e9c1"	0	0	0	0	0	0	57	0	0	0	0	0	0	157	0
"8cb08fbc4543436f1ba614a23546daf6"	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0
"8cb32ac3b35d0d58d2de9c75157b6bfa"	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0
"8d558375ebc6936d86168982fc8acb51"	0	0	116	0	0	3	0	1391	0	0	0	0	0	0	0
"8dc88391556d49c40da2827388286ec7"	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0
"8dfdc5c1c340573f2921437a9881d8a8"	0	0	13875	0	0	0	0	0	0	0	0	0	0	0	0
"8e16dda5218a8d1bd9e921c08b641580"	0	0	0	0	0	0	1476	0	0	0	0	0	0	0	0
"8e51425bf21136964036f407bb6c462f"	0	0	0	13353	0	0	0	0	0	0	134	0	0	0	0
"8ece3a0f70e7e28ca9153bfe671a1f72"	12044	1224	3809	18460	9071	2271	19718	20349	4613	17104	4009	4152	1856	4094	7505
"8eedbc8c9ca5887ce04d949ecb1e34dc"	0	0	0	2148	0	0	5861	0	0	0	0	0	0	0	0
"8f695598adfd32ba1061890dc8afae39"	0	2837	781	0	0	1854	0	0	0	846	0	0	0	0	0
"8fcfbc5cedc51e1a2066928c461ec3e2"	0	0	0	0	0	37	0	0	0	1614	0	0	42	54	0
"8fd1d9253037bbc323fe66ed24c2124e"	0	1233	644	0	0	607	0	0	0	0	0	0	588	0	0
"8feb5013297dad9f57b67a15d53eac7e"	0	2557	589	0	0	0	0	0	0	0	0	0	0	0	0
"9063e4f46d2e74cadf361c6e9e6cf87b"	0	0	28	0	0	4803	0	0	0	0	0	0	0	0	0
"910b2d8aa9d15527e5a4d0ac095250fa"	0	0	0	0	0	0	0	0	0	1439	0	0	0	0	0
"913b6e227402e759445678b8d36cf6d7"	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0
"91a94b51fd5f62e1558fe40bf69160d0"	0	0	0	0	0	680	190	0	0	4915	0	0	0	0	0
"91ec0a271c23f8bc4a508246889998e4"	0	2803	0	0	0	0	0	0	0	0	0	0	0	0	0
"92f64aeea94131aa61b78c02a03098b4"	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0
"9309fca217d9800fb767aa2326db8568"	0	0	0	0	0	0	0	0	0	0	0	0	0	13410	0
"938198a14ca294bece7e8bf730da7747"	0	0	0	0	0	0	1486	0	0	0	0	0	0	2962	0
"93b8d0a6aa7981b20e6f6351359b6328"	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
"93df749a70c379303f3b0074c628032f"	0	0	0	0	0	0	0	0	0	0	0	0	0	5070	0
"94512dde6ea085d8cc2a2aad861d3e5a"	0	0	0	0	0	0	0	0	0	0	0	0	0	1215	0
"945a81cc19ab2d132e5deb4d9c6485a0"	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
"946e385d3a1a441220a0a70265c232bf"	130	0	716	471	0	0	0	0	0	0	0	0	0	0	0
"946f7b79f043e428effbf9e92098c744"	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0
"9482f2f1ee8f900e39bd97d7240ebc05"	0	0	3081	0	0	0	0	0	0	0	0	0	0	0	0
"94849d12816adbb2d79f81f384f1fa81"	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0
"94c308fdf1f446a1c8f93c2d1c529236"	0	0	21522	48402	82809	0	431	59445	11	0	0	747	12227	0	0
"94eede84f78a0aa90433ba6a6ff0e54c"	0	876	0	0	0	0	0	0	0	0	0	0	0	0	0
"95258f8677882bd1d1893d784b64a90d"	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
"957133a4d920a0f97704105a2fb98026"	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0
"957abc338e17bc682f83186f5ca45f2a"	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"95990c10103a4c6025d1737f7d2dfdc3"	0	0	0	0	0	0	0	0	0	3707	0	0	0	0	0
"95abb202899ff7ee9b36bd96ca0dac03"	0	0	0	258	0	0	0	0	0	0	45	0	0	0	155
"95b0a279a3a5a4ca0ca68c6693eae01d"	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
"95b20539375d2b2cf35b87b93a5faa73"	0	0	0	0	0	0	0	0	0	0	5085	0	0	0	0
"95b649a6e3e61eb9b8092e3b7a2c9a79"	0	0	0	0	0	122	0	0	0	2966	0	0	0	0	0
"95e720c566cca317d23953f1bdbc3539"	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0
"960dbe9c8b66b2bed6b134344fbd3a38"	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0
"9686edad710917e28d42a0d13644ae5b"	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
"96c76fbd3b751603dc539a4187b077ee"	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0
"970057df9ddaac5429b5a73bd78feac1"	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
"97186e94b94be71b9e4a1b44815eaf67"	0	662	0	0	0	2860	0	0	0	0	0	0	0	0	0
"973b30c5c0e0ab929677831ff6a20c53"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596
"97a15080f671ded77aa8a6da6ec81e02"	0	169	226	0	0	0	0	0	0	0	0	0	0	0	0
"97ed0e26771a9331b1a6797f0227ed45"	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0
"984dd32af8299f92c8908d9b38cbbe1e"	0	0	0	0	0	3043	1568	0	0	1776	0	0	0	6568	0
"9893b8f4f56e4ad5d6241601daf9eb01"	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0
"989707209347ca736b0d7150396c2139"	0	2233	0	0	0	0	0	0	0	0	0	0	0	0	0
"98d33bf2fc41001e73f068b2db890868"	0	0	11171	0	0	0	0	0	0	0	0	0	0	0	0
"98d9a2193d0601b97ff4c914f01c3043"	0	0	1299	0	0	1891	0	0	0	0	0	0	89	0	2556
"98db0398cf1ae9424276c1056148950e"	0	14925	8583	0	689	24066	1489	1389	1167	15171	0	0	3437	2574	1174
"99285cb1c5f40199ca75933a553b5730"	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0
"993ce0fb4fee434f80cdb1171e0b363c"	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0
"99c3aa36c8ec396224f886359dc6eb6a"	54105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9a1a5d6a4bb756d9de6061df114b4133"	0	343	206	0	0	222	0	0	0	1665	15687	0	684	0	0
"9a571154ec544af6838b077648273029"	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0
"9a5a36ef79dbc9492751d3b0a6fad92b"	0	0	0	0	0	1006	0	0	0	0	0	0	0	0	0
"9b57f05475c0f368b3018aa16c7c7fd9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436
"9b82fc31adc0b6c4e3d3a6c11dfe76f9"	0	0	0	0	0	0	0	0	1352	0	0	0	0	0	0
"9b9141f942d1fc59462b66281989d55e"	0	0	0	0	0	0	0	0	0	0	0	0	10167	0	0
"9bab0f60a82643e553ce795dbb8b2ca8"	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
"9c4d591d4858d675f413aeee25738f35"	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0
"9c4e9c15c21b64449f2daafedb0e5027"	0	0	0	0	0	0	0	0	0	0	0	0	0	3709	0
"9ce3d524141848942a0390f7254fbb43"	0	83	207	0	0	255	0	0	210	0	0	0	6922	52	0
"9d50f7b14fb8468c92f997ed3a317994"	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0
"9dbe8d809ace5e87bdfdeebc1022df4d"	0	0	0	0	0	0	0	0	0	934	0	0	0	0	0
"9ddcbae7d823ab4520a999d139940fb4"	0	0	0	0	0	0	0	0	0	5112	0	0	0	0	0
"9e6e15ab2703edd626054ae72d461b87"	0	203	0	2856	0	102	0	0	0	0	0	0	4563	0	0
"9e7594486d2875bf407f60477fe91b7a"	0	4615	776	0	0	4065	0	0	0	0	0	0	0	8275	0
"9eff943dfbadd172d1e0aeedb94c419b"	0	0	38	0	0	0	0	0	0	0	0	0	93	0	0
"9f284dd48161a965979018ef780db50e"	0	0	0	0	5544	0	0	0	0	0	0	0	0	0	0
"9f3bdda8c8c03ee6b779599a7b1b8e91"	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0
"9f5868c11eddabe59750c5d592c12546"	0	0	47	0	0	0	5889	0	0	6203	0	0	1468	0	0
"9f5feafb15b9693ac6d6022b4a7d0e58"	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
"a03e455233f1e3f87c001192ab111e54"	0	15707	0	0	0	16806	0	0	0	60090	0	0	0	2498	0
"a0578df17c89d34c49f92649854b45f7"	0	0	132	0	0	1517	0	0	3749	8482	0	0	0	0	0
"a06347b0acd8ac489a915072e02e70a2"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
"a06d513ce9aa28a391d2f9f696856dec"	0	0	0	0	0	0	0	0	0	0	0	0	0	1237	0
"a092a5601d1dcc8d278173cd98af2d65"	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
"a151fb905fdc1e38265559d293f8d566"	0	0	0	0	0	0	0	0	0	0	10676	0	0	0	0
"a1b213b621784a7a33ebbce1dbd50e3f"	0	0	985	0	0	0	0	0	305	0	0	0	278	0	0
"a24e4c359e56fc9da6f46468b168c6d4"	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0
"a28b91297712ab4360a4490edd15a865"	0	0	0	0	0	0	0	0	0	0	376	1036	0	0	0
"a2bd67c0b3b90ccc8c1d23f1054b6bde"	0	0	0	0	0	0	0	0	0	0	0	0	0	2471	0
"a31131b273b578cf87daf07665fa7483"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"a37a508487179d4b1978c751b3a73860"	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0
"a3afc417d45e643ee85932ffa462ead6"	0	76	204	0	0	0	203	0	0	0	0	0	201	150	0
"a3bc592ef3c6c57c1800345375c0979a"	0	0	1447	0	0	0	0	0	0	13032	7453	10321	0	2469	57
"a3dab4e5641703c695800fe7817cbc2b"	0	0	0	0	0	0	0	0	0	0	466	0	0	0	817
"a45e5841ddf4cbd0f02b534e4dec4c98"	0	0	0	0	0	0	0	0	0	15455	0	0	0	0	0
"a4a149dad650799ff3286f3bb1303cdc"	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0
"a4b4dd1ac6daad6034bc92d09ace1d8d"	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0
"a4dc2af93499a8b2a451517d408676dc"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"a51d794f17a2eb443d7c69c87fa5c9a3"	0	5746	1617	0	0	1033	0	0	4959	69	0	0	100	0	0
"a51f8bf03ee63817fd8422fa414f6a95"	0	48	0	0	0	61	0	0	191	0	0	0	0	0	18
"a5558311e0ac3eadc3a9bd29d78f0aac"	0	0	0	0	0	625	1068	0	0	14503	0	0	0	14	0
"a56966d10bec431b2fc79bd0b00b1cab"	0	16	156	0	0	471	0	0	0	376	0	0	0	27	0
"a6fc9c0b1a0be458b55cff0369638ff7"	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
"a74b6dfe271ce7532d7f1021642ad923"	0	0	0	0	0	0	0	0	0	894	0	0	76	201	0
"a7def8e3be0bb6501756ac0664881a8f"	0	0	1249	0	0	0	0	0	0	2666	0	0	0	0	0
"a7dfb2dd9f0bf924253e30ebdf180f00"	782	0	0	0	106	0	0	0	0	0	0	788	0	0	0
"a7fbac44c6fad558a6ead37ab5fbc5cc"	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0
"a85961e4da97d8e465ab0bb78a4175e6"	0	0	0	0	0	55	0	0	0	38	0	0	0	0	0
"a9230ce92f497e9b426286c406d9858f"	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
"a973d75ba5104a58e2b63b97c515cffe"	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
"a975c66140e53986c6dbe8e6cbb48aba"	0	0	0	0	0	1023	0	0	0	0	0	0	0	0	0
"a9829313a32edc96585e40d4172a05dc"	0	4989	0	0	0	0	0	0	0	0	0	0	0	0	0
"a9c744c28729fc3e5f670e8b9e37a5da"	0	0	17424	9711	0	0	0	0	0	0	0	0	0	0	0
"aa5d78019ce3eba88edcb9de44c1028e"	0	0	0	0	0	0	0	0	0	0	0	0	5425	0	0
"aa927e1223b96870d2c0c289a92f6c3a"	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0
"aa932537c27cc42b1466416c125019f2"	0	0	0	0	0	0	0	0	0	0	8781	0	0	0	0
"aabfde6b15060820fadecc2cfb3c4897"	0	0	315	0	0	123	0	0	0	0	0	0	0	0	0
"aad120b76d6c88883505b98f14b938b1"	0	0	0	0	0	0	0	0	0	0	0	41853	0	0	0
"ab0f3b0fec79ea664669ccd92db8e895"	0	0	0	0	0	0	14972	0	0	0	0	0	0	0	0
"ab693c4b06f982a3fef9964775027a1d"	0	0	0	0	1545	0	0	0	0	0	0	0	0	0	0
"ac07d09fbbeb9fb8d96e7f64d047bc89"	0	0	0	0	0	0	0	0	0	1259	0	0	0	0	0
"ac4e35a04d5793e1ba63fec5e3cea885"	0	0	0	0	0	0	0	0	0	17949	0	0	0	0	0
"acab510fe04f57e33e61f0cca08aceca"	0	0	0	2245	0	0	0	0	0	0	0	903	0	0	0
"ad182bcafbb40463f5eb597452d2e46c"	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
"ad37e3e8c045a50434966322422c3f68"	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ad5032929fa5caec71f8a78bf2b58087"	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0
"adb3540b6faa89be323373260cb6c3a0"	0	0	0	0	0	0	1124	0	0	0	0	0	0	0	0
"add107fb66d3dc4659abdfd14f914f9e"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"adff685a74265f515211d3d2f93424e8"	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0
"ae4f7d513d0c1ec7e993a6c15842371d"	0	0	1374	5296	0	0	0	0	0	33	0	362	14	0	0
"ae6a0f26beb60e50bf4507890ea90d56"	0	347	0	0	0	99	0	0	0	0	0	0	0	0	0
"af5e7ab6697237193beddd2384265b27"	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
"af6bf74e09080f375e633f5ac722660b"	0	0	0	0	271	0	0	0	0	0	0	0	121	0	0
"af92a7e1b98d227e4d9cbbcd995018ef"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"afb080d06c1c7ef8660a5b354185e7e9"	0	0	0	0	0	0	17067	0	0	0	0	0	0	0	0
"afe80d0b718c2154089a25fc00391377"	0	1746	0	0	0	0	0	0	0	0	0	0	0	0	0
"aff0b1b2a9ef5ee8c8c6938d5a86ba5f"	1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b00fe84514e0a33bf1b4ef9438a395cc"	0	0	0	5478	0	0	0	0	0	0	0	0	0	0	0
"b035c11c4802ed1b636c8347246ebecc"	0	0	61	0	0	0	0	0	97	64	145	62	54	0	0
"b03f2db9a9a62592e7d3b7a096905a80"	0	0	0	0	0	0	2045	0	0	0	0	0	0	0	0
"b04724371b420f10879cdd11db705f9d"	0	0	62	0	91	0	0	0	99	70	186	61	0	0	0
"b05df7a1b4d907292a3973d49c631f4c"	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0
"b0656e1781bfad312ef3b2b921a8c233"	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0
"b07a3bb4a9aa60a1bb4af8d4bbb83941"	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0
"b0cc2f479610649ec9f9264e26665fc8"	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
"b112c9946da28cbb79c258250c227dd7"	0	0	0	0	0	0	0	0	0	859	0	0	0	0	0
"b168a7db170b7621574676b30eb04fa0"	0	0	0	0	0	0	517	0	0	0	0	0	0	0	0
"b175780f729470c5c340c7f5f9f5c244"	0	0	0	0	0	0	27010	0	0	0	0	0	0	0	0
"b1afa8cb501687595b3424cb8d34b0c6"	0	0	0	0	0	0	0	0	0	0	0	0	729	0	0
"b1d31618ca9b242fcdc97aca7fb2deb2"	0	0	0	0	0	0	14405	0	0	0	0	0	0	0	0
"b1fca211a6e811154e4108609b3dc243"	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0
"b21a42614a471a03a049f6d4b521d0a2"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"b23a31ed11d5e78969ee1ff6023375ae"	0	0	0	0	0	0	0	0	0	0	0	0	0	1195	0
"b27a81f5b3d2602f56dd20c10ff8eead"	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0
"b286c405973a764e9a6c893b2a359308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9298
"b2c504ca5b942adda1a1a7a0e3a8d798"	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0
"b2f7e18882bfa72c8f05cacf712ff11b"	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0
"b3dd17772cfa896a58792c9453b5aedb"	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0
"b3f2ab02f525d72e07c56f25226f5f82"	0	0	0	0	0	0	0	0	0	0	0	0	0	605	0
"b4a34d2957ec026606bf5d77b2313c2b"	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0
"b500ce5bb1eb9e5dab973d4c34246611"	0	1279	0	0	0	0	0	0	0	0	0	0	0	0	0
"b527961f359a954290d95df4e7947582"	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0
"b549a2baf00c6c566d2af8ad86d59815"	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
"b54dd437f1618aacc63fbc5e24f09c6a"	2952	0	0	0	0	0	0	0	0	0	0	1435	0	0	0
"b632121db1db47d8778b64d47294882c"	896	0	0	518	810	0	0	0	0	0	450	480	279	0	0
"b672caddcf422b59f913b620265cc5f7"	0	0	0	0	0	0	0	0	0	0	0	0	0	5223	0
"b68fb2bd47b7c41786c42c8d92260b22"	0	0	504	659	0	0	0	0	0	0	0	0	129	0	0
"b698a23f75d7077f2572e9fccfe1a018"	0	0	0	0	0	0	0	0	0	0	5522	0	0	0	1021
"b6b61b0e102ee52df7bf1b6905ec563e"	0	0	0	0	0	0	0	0	0	0	0	0	1605	0	0
"b6f3dd017c6dbcaa9359e1e15e9718b6"	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0
"b79f3440e15765643c143727e3e3a279"	0	0	0	0	0	0	0	0	0	0	0	1264	0	0	0
"b82d79e95824017484e773176070a1a9"	0	0	0	0	0	0	12114	0	0	0	0	0	0	0	0
"b8a174467614619b86d9dc16cf2ec5b9"	0	0	0	0	0	0	0	0	0	0	0	0	0	5476	0
"b8b10e6317dad910c41c378db0d76b44"	0	0	0	0	0	16224	0	0	0	0	0	0	0	0	0
"b9f4b1591b1c38d0b7da11da3fa91f34"	0	1133	0	0	0	0	0	0	0	0	0	0	0	0	0
"ba8106f780c8abae53c60044a14b205b"	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
"ba84b08f63335144fa5ac0d03d12d1ed"	0	0	0	3171	454	0	2121	0	0	1171	0	0	0	8630	0
