"SIUQ3G_L"	"STHFJP_L"	"S8APX1_L"	"SACBBR_L"	"SIRUBH_L"	"S5MEZA_L"	"SCNXZK_L"	"SC1YIM_L"	"SBWPUY_L"	"SY34ZS_L"	"SUXEKB_L"	"SG3CB2_L"	"SLWUQ2_L"	"SKYQAL_L"	"SQVR9H_L"
"3d98735a92a727cff6fae8975051b9d9"	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0
"3d9f68a1576d3ceba8b4e6ba7844c3ae"	0	0	0	0	0	0	0	0	0	0	0	1595	0	0	0
"3da1064a99b4812eb34e375a6871771a"	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
"3da416facf12f97ef8aaccc63adb561a"	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
"3dd59c3d698d9f14321ef03b680744ee"	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3de23839612aaedf2129e4e4a799d12b"	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0
"3e1aa6b0e6347d74cae2a38da5cbab1e"	0	0	5831	0	0	0	0	0	0	14553	0	0	0	0	0
"3e3338165c6e5383897de1300f22ce4b"	0	0	0	17089	0	0	0	0	0	0	0	0	0	0	0
"3e68367a7b58c4b9ca0a4dadcf6a4792"	0	0	0	0	0	0	0	0	0	0	4660	0	0	0	0
"3e94f946cf111a36c76fdeee15be581b"	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0
"3ec807333813e14861221c5553393df2"	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
"3ece816f10e3861a422e84b31024a9ae"	867	0	2110	570	78488	137	26679	0	0	6306	6870	64359	8716	5845	0
"3f31c9adfb5f84a28298e202e812d169"	0	1886	0	0	0	0	0	0	0	1829	0	0	0	0	0
"3f487430c44ae9166471075a25d57d9b"	0	0	0	0	0	841	0	0	0	0	0	0	0	0	0
"3fd13e04c5f01b43089579bf0c08bac7"	0	0	0	0	0	0	0	0	0	0	0	0	0	5160	0
"4036637718f491597ecd5baf1e0e7140"	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0
"40419134a228416774732359d39d3fb6"	0	0	0	0	0	6487	0	0	0	0	0	0	0	0	0
"404801c695ae9e6ceb4700b1441f48a1"	0	0	236	0	0	0	0	0	156	0	0	0	0	0	0
"4069f0e6ce29c95c08d2572b1417585a"	0	0	0	0	0	0	0	0	0	0	0	0	0	2743	0
"4080f97cceb4c68e31fcb191afd9acb7"	0	1680	277	150	175	42	118	0	2387	2909	10203	0	0	0	0
"40c00695d4bf24beaa2e34b13e5ce2de"	0	0	0	0	0	0	0	0	0	0	0	3246	0	0	0
"40c371ee346d7b5f042cb15e01b8cb03"	0	0	0	0	814	0	0	0	0	0	0	0	0	0	0
"411448c9dbb8d3214efb0647244924b4"	2156	0	5763	0	720	689	779	1431	2159	29059	2079	9992	232	774	8199
"4125fc9306f74c4bd915e6cce5a854fb"	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0
"412f10acf917ea4523d5c5fdd6f92311"	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
"419ac40b19a58891e6be6d621c3d18e6"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"419db218466a05f435e8499fa9a9e580"	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
"4205dd469c84a2c1aec911337fd7958f"	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
"4244aeae7a826c885e03aeb0bf6da1f9"	0	0	0	0	0	0	789	0	0	0	0	0	0	723	0
"42a13e26eced52701dd4b60ad780c1d4"	0	255	3607	0	0	615	0	0	0	0	0	0	0	0	0
"42b1d063e6528aca91ba5bc6a2f93c4e"	0	0	0	0	0	0	0	0	16695	0	0	72372	0	0	0
"435159438976e53ef5d0381c05ff8a20"	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0
"44280048185a86ac8d987ba8abd71d63"	0	0	223	0	0	0	0	0	0	20102	0	0	0	0	0
"44c21dd3d73e5320b173fbbb57084bf2"	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0
"44d9c96f157e0303846735690f1c7f19"	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
"44e9431c4da8a5ceba70fa2f29e2b118"	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
"450f801125f8382102e0736ab33ae245"	0	0	0	0	0	0	0	0	0	0	4027	0	0	0	0
"452d2679f194dfc0d96456d9024d1b26"	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0
"4587c85e5557d6768092f88e4e89fde2"	0	0	0	4621	0	0	0	0	0	0	0	0	0	0	0
"4599bbc896c56b7ccd8d5308f22ee65c"	0	0	0	0	0	7928	0	0	0	3486	0	0	0	0	0
"459ed6eb6e79bf611147d32099c7da87"	0	0	0	0	0	469	0	0	0	3633	0	0	0	0	0
"46f791fb1fae771a3525fe8a46fd6d86"	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0
"4712b6dd78dd38fc57407253a51f497f"	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0
"474606dc489384741b210e2703c63c56"	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
"478cadf9c50e625be4159244598af6c5"	0	0	0	0	0	0	0	0	0	0	0	0	0	767	0
"4875c265747127fd43a57470d83af096"	82	0	0	0	0	0	0	0	0	0	0	42	0	0	0
"49b3a54b275cff79ed213a85a3717eef"	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0
"4a4594cc1315e4eb6a6c174f0c808c8e"	58	0	0	0	0	0	0	0	0	0	0	79	0	0	0
"4a903b56008e0297348bcba5cbbb4169"	0	0	3306	0	0	0	12581	0	0	0	0	0	2357	0	0
"4ab31d3397c8246be4c17e407e2db59c"	0	0	0	0	0	0	0	0	991	224	259	0	0	0	563
"4acb7dc342cb1368ffd3a2a56a71fe9f"	0	0	0	0	0	0	4884	0	0	0	0	0	0	0	0
"4ace288e3d5b701ad1bf98e3cf91f8ef"	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0
"4af3c5025f72d104f1507fe3ce00ee80"	0	0	0	0	0	1493	0	0	0	0	0	0	0	0	0
"4b0f06c3d2ea35675e423f80a0f1744b"	0	0	0	0	0	0	0	0	36	0	0	504	0	0	2051
"4b888e11f2d55f86c64db382814156b5"	0	0	0	0	0	0	0	0	0	0	0	36341	0	0	0
"4bb1ffd2475436aa55ceb94a6442d7e6"	0	0	285	0	505	0	0	453	2530	838	0	0	0	0	0
"4bdb0dd3af655fd29e42b5ee8e7fa2e0"	0	0	0	0	0	0	0	0	0	0	486	1151	0	0	0
"4c1e44decead91498b8c9ce96aac79f3"	0	0	714	0	0	0	0	0	0	0	0	0	0	0	0
"4c246801b6f6041fe9887f878ee4a1c1"	0	0	0	0	225	306	0	0	0	0	0	0	0	0	0
"4c408a4a9cbd805457d9b5b03e16d8f2"	0	0	0	0	0	697	0	0	0	0	0	0	0	0	0
"4c56726520f34f3ffaac42e53a70b0cc"	0	0	0	0	0	641	0	0	0	0	0	0	0	0	0
"4ccfcbcd652e612284081ae4542c1c81"	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
"4cdf1039cef978404981fb28af74d00f"	0	0	0	0	0	0	0	1879	0	0	0	0	0	0	0
"4d04c727457ea1c3a08941eeedbb6eae"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"4d35f55dca95174749798335e15ba53b"	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0
"4d846d50e152e3657940d2a98f55d4f8"	0	0	0	0	0	0	3399	0	0	18066	0	0	0	0	0
"4dc287fb1becbaae2a528b7de5732a93"	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0
"4dcacee0fec7b12664aa1a45b141307f"	0	0	0	0	0	0	0	0	5326	0	0	0	0	0	0
"4e53e7d2a19c066567b4cd120be6b30f"	0	0	0	0	0	0	7559	0	0	0	0	0	0	10197	0
"4f3bd4f8cc8d038acee5d2fa570f726a"	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
"4f4d310bbcd174a2c4ae2060d606f225"	0	0	1422	0	0	0	0	0	0	0	0	0	0	0	0
"4f65eee8cfe4f4c8c852c80f73d7c2f4"	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
"4f89cf7b99dca59bf23b1e25260e5bd3"	0	0	0	2274	0	0	0	0	0	0	0	0	0	0	0
"4ff5a97f8b51a659cdc79b29d282a6e6"	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"503a3d82f36fe64b8370e55871352e7f"	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0
"503d0877036c8b3a72ac6aeb67822353"	0	0	10848	0	0	0	0	0	0	0	0	0	0	0	0
"5047723aea9aaf44dc8f86deadaf5db5"	0	0	0	0	0	2393	0	0	0	0	0	0	0	0	0
"50e8e7d670ad013ab01f505b9bb589f7"	0	0	0	0	0	0	0	0	0	0	0	0	2610	0	0
"510522a12f0b938407d738a5c21b7a22"	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0
"516084ff2c2c4738115cffa7ad718b62"	0	0	0	0	0	0	0	0	0	0	0	817	0	0	0
"51cf5f23d997ab9a5d4e37a83bd65ddd"	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0
"520b2f35d6b68a82e620b635419d70ca"	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
"521247e2bb04eba6b54299451f933c58"	0	0	0	0	0	504	0	0	0	0	0	0	0	0	0
"524853060295fc969054a188e5871a15"	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
"52674d780ff406cd02b2d729f1ed80ae"	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
"5269f6f4faee2ae2a6ec3b1c3c802473"	0	0	0	0	0	0	0	0	0	0	0	9633	0	0	0
"52e42a5c5e2a6c8af945f22a21246717"	0	0	3544	0	22995	0	0	13321	0	0	0	0	3858	7	0
"53f709f7f33a196d8410ab7f97cf017f"	0	0	0	0	0	0	0	0	0	0	0	0	0	9737	0
"53fc45d79e0ca497322bcb8f8e5c20f8"	0	590	0	0	0	0	267	0	0	0	0	0	0	0	0
"5413cd88126f3ba4a541723c3dd7230a"	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
"54289c744cf390d9cafc82c63b141268"	0	0	0	0	0	0	0	0	0	856	0	0	0	0	0
"54299b24a256a733d3cdce4100db971f"	0	0	0	0	6264	0	4840	0	0	16534	0	0	0	0	0
"54691adccff1d78e2f4f61a3e96c3c2d"	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0
"548d49a010b5d188a0fa96e2e931955b"	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0
"54a21dfbc76d783cd25c9b0581fdd496"	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0
"54add160e56484362cbb3b9ccc334c6c"	0	0	0	863	0	0	0	0	0	0	0	0	0	2783	0
"553687d293a199f001158e8f79213293"	0	0	0	0	0	0	0	0	0	143	0	0	13	0	0
"557a28710beda037a3cdc8d01ce10ee0"	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0
"55b7c5e82e55c4f9e667781f3ae46dfa"	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0
"5641994a8f6807a32dcf243a0cafba8f"	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0
"5658474780c1c7cc69de81269e2aac9b"	0	0	30480	12493	20095	0	12569	21966	0	0	0	0	8070	16993	0
"56af9bb03ecfa54fbeb49ed6b182b255"	0	0	0	0	0	757	0	0	0	0	0	0	0	0	0
"575e45432302669c5c426459cd691352"	3419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5774b6e185521a1e7f80ce95be15c6cd"	780	0	0	4157	806	0	1385	0	0	635	0	0	0	11964	0
"579bf2f99df97470a70d037c28bf04d3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794
"57e4c5da549cd0761c25f5df7cfb023d"	0	2235	0	1535	0	11262	369	878	0	14569	0	0	0	4	0
"5806699d43ee318170df133019d0070b"	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0
"5808230b0d2443385d16080fa44ca6db"	0	0	0	0	0	0	0	0	0	29084	0	0	0	0	0
"5823bb0fa3fa7a138f9f263782bb26ef"	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0
"58b1b453869159db001210c1813e43ec"	0	0	0	0	5246	0	0	0	0	0	0	0	4254	0	0
"58b4e41590813d38602d5d6f4cd4877a"	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0
"58bea4249a0c6ba199a67b36ae42fef6"	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"58d012fdea21bc264c2cb33a5288eeb3"	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"58d852f07e7ff4f16bb61beafe8aabbb"	0	0	0	0	0	0	4672	0	0	0	0	0	0	0	0
"591fa991c0fe21536173e120231f6ee4"	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0
"592314f91e458c7fb5cbe21302759c1d"	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0
"596b0cc0c2cf1d7b8061d2c634131f08"	0	594	0	0	0	1618	0	51	71	1012	0	0	421	0	0
"598e2368c537e5c16e6f6ef9f3227442"	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0
"59e386068a44cc4c027dba3c5484a4c5"	0	0	0	0	0	0	0	0	0	0	0	0	0	32523	0
"5a0bb40e7dfbf8eb9602324a7fee13a4"	0	0	0	0	0	0	0	0	0	0	2845	0	0	0	0
"5a5f6cebfc9d8c845b568a8bdde9d35a"	0	0	0	0	0	0	2374	0	0	2011	0	0	0	0	0
"5b2d51b92fe660d783272269dd18586d"	0	0	585	0	0	0	0	0	0	0	0	0	0	0	0
"5b5a457ffb02ca59610fc235ea62350a"	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0
"5b797e07f4a08d35d2a4a071393f54f6"	0	0	0	0	109	0	0	0	0	274	0	0	0	0	0
"5b7da6815fd1ae8abe71d5a74a833826"	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0
"5bdce0692dac53182d2198bc0b976e53"	0	0	0	0	0	0	0	0	0	0	0	0	0	16350	0
"5be830a77193e8e0d7b656c821fb6cee"	0	0	0	0	0	0	0	0	0	0	2911	0	0	0	0
"5bf5c7947da1a9cbf76c6d0c22f318ee"	0	0	0	0	1	511	2371	0	0	0	0	3818	610	0	0
"5c1f753bc8d19681f1dc9a55ccf4f79d"	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0
"5c631cb8610596660b3fde32cb685528"	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0
"5cbc4ced7518ec9d6b72fb062e4e3f7b"	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0
"5ce2d3964915cc8e6c51ddf6f310d4ad"	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
"5d08355f51e957ae727c6ddc455fabb0"	0	0	0	1905	0	0	0	0	0	0	0	0	0	0	0
"5d2c3f56aa7111409e1743d91e8e91d7"	0	12	0	0	0	0	0	0	0	3444	0	0	0	0	0
"5d9a9af00321f8eb11f62a8bcdfd6b13"	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0
"5dfdf6a8ae7e0c826f4e626c1c4010ec"	0	0	0	0	0	3530	0	0	0	0	0	0	0	0	0
"5e0c5eb69bc9ea5bfef585c12e0b9abb"	0	0	0	0	0	8208	0	0	0	0	0	0	0	0	0
"5e8474c904bae115050cead295f0233e"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
"5eb98fdacfed5f324d25967961d5d806"	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
"6079864465a636949977c766e5ca98b2"	0	0	0	0	0	0	0	0	0	2111	0	0	64	0	0
"60e8472f55084373edacfad2e1d9456c"	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
"613097d95a1ae35a5ecbbfe25d492537"	0	0	1799	0	0	0	0	0	0	0	0	0	0	0	0
"614c641f8bf5b7d7c3dbfdde39fc5ee8"	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0
"6166a59cd58ce545ccac0927a51f8207"	0	3621	0	0	0	0	0	0	0	0	0	0	0	0	0
"61bf8032b84f9b37db233b74da739150"	0	0	0	0	0	0	0	0	107	0	0	0	364	0	0
"6253d080129b66c032dc53d1bec918cb"	0	794	680	0	0	404	0	0	0	76	593	0	382	0	0
"626893df88d3d704b97402df53bd1b08"	0	0	0	0	0	0	2334	0	0	0	0	0	0	0	0
"63364b3961781c5f91b3d306a2eb61c0"	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0
"639b0c8ad1a22445e916bdf6f63444fd"	0	424	0	0	0	590	0	0	0	1346	0	0	0	0	0
"63f5305f1777d2b065ef15ccb07a4ebb"	0	0	0	0	0	0	0	0	0	0	34	0	0	2071	0
"63f9ec303710cf20160541e8f5a5db48"	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0
"64165cb471b580d2c410e15fd852434d"	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
"641bbcb2604a61ce06f32974d4a9b286"	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0
"642dc10ad890e0a9b420dc3026bc9afd"	0	0	149	0	0	0	0	0	0	0	348	0	0	0	0
"646a3532352451256834b25958aae0ce"	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0
"647c6561aab323976c67b96d3d4ade62"	0	0	0	0	0	0	0	0	0	0	0	6237	0	0	0
"647cd974a742a816247a423181295804"	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0
"648afa9d24fdd1d65f60b615946ac69c"	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
"64b99ecd0faa34866237b853e5c44e70"	0	0	0	0	6926	0	0	0	0	0	0	0	0	0	0
"64e1b0581736f887e2617420dac3a599"	0	0	0	0	0	0	0	0	0	19299	0	0	0	0	0
"64f08eac25877f0dea70a609e670509d"	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0
"651937ab336bba527c19f56ba3923487"	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0
"659ca0f071de45e4ba48f085688b8b4c"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"65f5bb747d4d0e1e32aa07967804afd0"	0	0	0	0	0	0	0	0	2808	0	2529	0	0	0	0
"6617a0f3f5a6ba42cd98dd38ab37e1e9"	0	0	0	7860	0	0	0	0	0	0	0	0	0	0	0
"661d55bc52050d67cf36f3bd4c2296c2"	0	83	0	0	0	33	0	0	0	0	0	0	0	0	0
"6648e2f85b63110bed46fe58762d7201"	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0
"66598fd2d1c250ccc710261c51fa63e9"	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0
"667e52d59a9e1ab0fb60471bbea26c73"	0	0	0	0	0	0	0	18676	0	0	0	0	0	0	0
"66c3cc2f813b1c294fead947a598cb19"	0	0	59	210	0	0	0	0	0	358	0	0	507	113	0
"66ee77d61d9a332530e634e1061fb7e7"	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0
"675016c3de90883b6f6dbc8aa13355d4"	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0
"675ebd7307025d65079b1e61b62595c7"	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0
"6760c684e18b66a877eaa2515fc40084"	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
"6779287a212fc8bfb2feca8c1807e666"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"67935e38f31e6dbebd7ea7b2c33e003a"	0	0	0	78	0	0	0	0	0	0	0	0	0	675	0
"681f1e9b1b5cef84c1327a22c15f9207"	0	0	0	0	0	0	0	0	0	2508	0	0	0	0	0
"68252311a8ebd628d43c586af2a844eb"	0	0	0	0	0	0	0	0	0	15856	0	0	0	0	0
"6840ec9b3fd3e2afb9c132ae3ededa30"	0	0	0	0	19475	0	0	0	0	0	0	0	0	0	0
"684b2fc9a715e15fd07ef5f9f7c286ec"	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"685c0f45943e70269784e0a5e79f1807"	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
"68a41badb696e8522a9710398d3f36e9"	0	0	0	0	0	3528	0	0	0	0	0	0	0	0	0
"68d6a5f39309e160714cfabb913c7441"	0	0	0	0	0	0	0	0	0	1230	0	0	0	0	0
"68e505ef0d77143f1b59d843d34f1953"	0	6548	934	0	0	0	0	1038	356	9832	0	0	263	0	7828
"690d8f6dcb2969e930dae743da8c0e6d"	0	0	0	0	0	0	1812	0	0	0	0	0	0	0	0
"691e3bb09aa50e0fa6e133e6c33954d5"	0	0	0	0	0	0	0	0	0	0	0	0	1866	0	0
"6969b544a09fa66be99d2d1e5a9d6cb3"	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0
"6975a04ec7e59333b1ef09c8a1eab715"	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
"698328b69ae152faf5d81530350c7065"	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0
"6983c5296b195074abd344ca5a5a6042"	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0
"69ece22d01be480b07dde4099072deec"	334	0	0	0	0	0	0	0	0	0	0	124	0	0	0
"6a0b646c22313717f33bb712f5ba1d31"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	796
"6a6f63d4fba735fc6b9eb79ba79d0db5"	0	42	59	0	0	322	221	0	0	963	0	0	94	82	0
"6a8d333c27012a8f4453352e2697ebf0"	0	10656	0	0	0	11900	0	0	0	11074	0	0	0	0	0
"6a8f6e22e2b09d676bced6e8eebc7409"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3186
"6ab105230a72efb1c10430c7b86cfc37"	9089	2851	3182	5688	7182	12125	10961	20365	40996	7986	14692	20351	5227	2691	2754
"6ab2e1cf9d1c801eff0a62807c3914a1"	0	0	0	0	0	0	0	0	6271	0	36	0	0	0	0
"6b700b4003a55569fe46bd781fa5bacf"	341	603	59	0	0	5961	819	0	3552	3321	1796	2309	0	550	19942
"6bbc03e048c5b3132b68ea93f0e4e0d9"	0	0	0	0	0	0	1043	0	0	0	0	0	0	0	0
"6bc86a584a0b2e1814b8f760df3b5907"	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0
"6ca2c7e329c111e18a99fb7a5216d43b"	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
"6d23d596dcf964bf4b057a17593b6a4a"	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
"6d71bdb3d9db3a7271ba9b6a579ecdb7"	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0
"6db691d485f8dc313ce95b1e5cef67b9"	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
"6dc044188e1194e12fe5647232c8fa5f"	0	338	52	0	0	175	0	0	0	0	0	0	0	215	0
"6e0e8b71e30991b715e6614c26e24bb7"	0	0	0	0	0	0	0	0	1004	0	0	0	0	0	0
"6e8dcd84c3c471e8db4729a2b9726367"	0	0	0	0	0	0	10	0	0	0	0	0	0	1907	0
"6ed1261e45fc6493d8c228b7f6c6d3f7"	0	0	0	0	0	0	0	0	0	42713	0	0	0	0	0
"6f05d2fbb811212c1ca60c3567387956"	0	35763	4839	0	4786	68651	0	0	0	25315	0	0	2206	0	0
"6f78cdce3343ae905a805bea19380909"	0	0	0	0	0	0	0	0	0	0	0	0	4578	0	0
"6fa55be67966eb5f596b40048f40b480"	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0
"6fab474d48aa1726daf88f73d44e9f0e"	0	101	0	0	0	384	0	0	544	0	0	0	0	0	0
"6fb29e96115a4ea9e0ed38b8a0c6ebd3"	0	0	0	0	0	0	0	50	0	0	0	0	0	0	54
"6fd08e8435fd4849b1c6c9cb3a6a1b19"	0	0	0	0	0	0	0	0	0	0	768	0	0	0	0
"6fe98b97d15ee2441d1832f57374f1be"	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
"703eafa807c731b06c27299414520269"	0	0	0	0	0	0	0	0	0	0	0	0	2422	0	0
"707f8fd7f6231ea96ca7beba015d41da"	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
"709935f4e73b4b11fcb4cba92e635427"	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
"70e91ec551b5e1c1ec11a556b9487f40"	0	0	0	0	0	0	0	0	0	0	0	0	0	3957	0
"715fee468a6a08ff5c04980cc156cf95"	0	0	3944	0	0	0	0	0	0	0	0	0	0	0	0
"71de1e9e6923bad1428d1af10a8b6973"	5131	9039	1060	0	0	27975	1350	0	0	10620	676	0	0	1074	0
"71f02b239b890bdd0481d1c231799f29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
"71fad5d934fbf3fc521fae80e24411d7"	0	0	0	0	0	0	0	0	0	0	0	0	109	322	0
"721d6800f563356faadf27d99c5a5ccc"	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0
"72375c35845311db00f8355c6ed55bca"	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0
"72960ff8362ea78a80643970d36368cf"	0	0	0	0	0	0	11234	0	0	0	0	0	0	0	0
"7309ef7e838f29b1de56955481eabe1f"	0	5386	0	0	0	0	0	0	0	0	0	0	0	0	0
"730efecfd0068388be65feb80eecab32"	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0
"731de53cbb6a8d572fe1d8d1d0ec94d8"	0	0	0	0	2704	0	0	0	0	0	0	0	11	0	0
"733d3f4c00dfe1b16523b6859bae21ce"	101	0	0	0	0	0	0	0	0	0	0	0	0	316	0
"733de6c459fd68c5681533b86920da9e"	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
"7341376c330a26584f01413f9256eb87"	82703	0	0	7234	0	0	0	0	43770	0	2249	63704	0	0	0
"735ee25f584e4137a18958d74e027613"	0	483	0	0	0	0	0	0	0	54	0	0	0	0	0
"735f203df8526b0dc9ff06bc77d9c64c"	0	0	0	0	0	0	0	0	1139	0	0	0	0	0	0
"737bdb1d520013c538abc9e9d1afc7af"	0	0	0	0	0	0	1859	0	0	0	0	0	0	0	0
"739edc495edf4892dd7febf5d22c86f8"	0	0	0	0	0	0	0	0	0	1155	0	0	0	0	0
"73aa41bac906f71065628e3f3883d93f"	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0
"74ec33eaa69049f21beadf40ea2b0d5c"	0	0	0	2149	0	0	0	0	0	0	0	0	0	0	0
"75034ac723c74963b1a8cbbaa430ff24"	0	0	0	0	0	530	0	0	0	0	0	0	0	0	0
"75464cadb12c19df415b43a2ccfbac60"	0	131553	442	0	0	400	0	13538	0	9954	0	0	126	82	0
"75652fc16a39bac9821add411a5b8644"	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0
"75e1a1011c52f7d82a36050bf6b81781"	0	0	0	0	0	0	0	0	0	990	0	0	0	0	0
"75e8957c03371a1d788ad65c2a081ceb"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"75f9c2eae8b996cc0703c4049d5b7ffa"	0	3426	1848	0	2372	1897	0	0	0	38	5599	0	850	0	0
"76452441f73a046ece445ce5ce50272e"	0	126	0	0	0	0	4313	0	0	0	0	0	0	0	0
"767ec3046a5a368609e3bae9b8cbbf6b"	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0
"76b34707576713033ef133327f24a0c3"	0	0	0	0	0	0	0	0	0	699	0	0	0	0	0
"76fe962987359365262ee68eff8e4797"	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
"771535f662627684ab55c167aab45256"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"773fd10b7ac531b9f80e06bae41a849b"	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
"776de026d9e377b9d05fd1501afbdc86"	0	0	0	0	0	0	0	0	0	0	0	0	0	5367	0
"778eb44366b1d55752d945c7e664756e"	0	92	0	0	0	0	0	0	0	0	0	0	96	0	0
"786806be661972bd240f6cf859699dcc"	0	7944	0	0	0	0	0	0	0	0	0	0	0	0	0
